cleaned_comment,label_manual
ketika revolusi industri di benua lain adakah mereka merajuk kerusakan alam dilema perkebunan sawit meluas di situ habitat hutan hujan tropis menyusut jadi bagaimana manusia bisa menyeimbangkan nya,2.0
aku sangat setuju kalo ada yg menciptakan 39pembatuan39 manusia seperti pada animemanga drstone,1.0
video yg bikin buzzer pemuja pemerintah tak bisa berkomentar lagi,1.0
kalo semisal pemuja oknun pemerintah yang ngga korup dan kerjanya bener gimana kan mayoritas pemerintah kita gak bener,0.0
itulah nasib kalimantan sekarang banjir sdh sering melanda dan udara terasa panas,1.0
ambisi bodoh sang the king of lips service,0.0
dunia bilang indonesia paruparu dunia tapi dunia asih membuat bom dan membuat asap2 dengan masifnya dibilang negara maju,1.0
mimin mau jadi kadrun ya,0.0
malu sama orang barat yg lebih ngerti alamallahu akbar,1.0
ngapain malu sama orang barat yang munafiq akutnegara barat adalah perusak bumi yang asligiliran pemanasan global negara2 yang masih punya hutan yang di salahainkalau beneran orang barat pinter2 tanam pohon dan bikin hutan lagi kaya di china,0.0
yo nggak tau kok tanya saya,0.0
jgn di biarkan di kuasai org luar kalimantan lestarikan hutan nya buat sodara dayak pertahankansalam dari riau,1.0
pemerintahan nya sendiri yang merusak negeri indonesia,0.0
ikn ini ibarat pamungkasnya jurus pembunuh bumi ibarat mortal kombat ini fatality hutan yang sisa 30 ini bakal habisjadi 0 kalo masyarakat eksodus ke sana,1.0
bingung sama orang dayak kalimantan alam jarah habis habisan sama cukong jakarta tapi diam aja tapi bersebrangan politik cepat orang dayak alat kekuasaan pemerintah lihat alam mereka hancurkan cukong jakarta notabone 9 diam aja,0.0
sebagai orang kalimantan sedih juga dan nyatanya kalimantan masih saja ketinggalan dari kota2 lainnya hal seperti ini bukan untuk kemajuan kalimantan itu sendiri,1.0
lama lama kalimantan sama papua jadi kaya di jajah sama indonesia yah _cuma di rusak aja tanpa ada benefit untuk wilayah tersebut dan warga di sekitar,1.0
narasi juga dapat pendanaan dari gdp venture groupnya djarum tuh hartono plantation indonesia hpi lahannya sawitnya juga luas di kalimantan,1.0
hmmmm jadi kita harus apa setelah melihat semuanya sepertinya kita masuk ke lingkaran yang tak hentinya ingin mencoba berusaha namun tetap nihil pemerintah dan kita samasama bersalah apalgi yang punya wewenang minimal buang sampah pada tempatnya dan kurangi sampah saja dahulu bukannya perubahan besar berawal dari yang kecil yng miris berpendidikan tapi buat sampah sembarangan uhh damn,1.0
merinding,1.0
ketika eropa dan amerika banyak bangun pabrik perumahan dan gedung gedung tinggi besarnya pembangunan perkotaan sama sama merusak alam tapi indonesia ketika akan melakukan hal yg sama dilarang,1.0
amdal hanya permainan mafia yang punya uang apa masih pantas kalimantan masih di sebut paru paru dunia,0.0
itu juga sebabnya kami sebagai warga kalbar sebagian menolak iknibo kota negara baru yg masih di kebut jokowi karena bukan mrngalih kan banjir melain permainan politik dinasti saya pribadi mengatakan menolak ibu kota negara baru di kaltim,0.0
bagus itu,2.0
menurut aku ya di kalimantan kurang edukasi dan kurang kreatif terlebih dari yang mana yang salah toh udah kejadian baik orang luar dan orang dalam sama sama berlombalomba menggeluti usaha yang sama dan orang luar yang sukses kayak sawit dan pertambangan hasilnya itu menggiurkan dan pada ngikut sekarang ini adalah hasil jangka panjangnya cobalah memperbaiki jangan mencari siapa yang salah,1.0
semua benar karena faktatapi mengapa hanya barat yg selalu benarsaat mereka masih membutuhkan sumberdaya kita gak ada isu lingkungannamun ketika sudah tidak butuh mereka baru teriak2mereka dulu yg memeras sda kitakalau kalian protes kenapa gak kalian bantu kita dengan sumberdaya yg cukupnyumbang cuma beberapa juta dollar apakah kalian pikir cukup untuk memperbaiki semuanyaamerika sudah gencar membor alaska untuk mendapatkan minyak bumikenapa diem aja bukan kah emisi karbon harus dikurangichina dan amerika adalah ekonomi terbesar dunia tapi mengapa hanya amerika yg sulit komitmen untuk mengurangi emisikenapa china indonesia brazil yg di beritakan terus kenapa amerika kok di dieminkenapa biofuel bunga matahari di eropa yg membutuhkan lahan lebih besar daripada sawit kok gak dijadikan ancamanjika kalian hanya bahas masalah deforestasi itu udah biasa pemerintah jg fakta nya udah mulai berusaha mengurangitapi bagaimana dg kebutuhan lahan bunga matahari eropa gak digembar gemborkansaya rasa harus berimbang barat wajib membantu negara berkembang jika ingin samasama,1.0
arteria dahlan mana ni,1.0
kalau kita komen negatif ke jokowi banyak netizen kelimantan yang hujat giliran gini ya nikmatilah banjir kalian,0.0
sma kya tambang kn bnyk mnusia lapar,0.0
gundulin aja smpai botak kya prof bahlul,0.0
semenjak tren sawit39 jika kita memperlakukan alam dengan buruk39 maka alam akan membalas39 dengan keburukanquot pulak,0.0
yg jadi comentator orang asing yg comen di colom comen orang luar kalimantan karna mengeruk hasil kalimantan rakyat asli dayak dapat apapikirkan solusinya,1.0
ingat anda hidup di era rezzim jokkowi,1.0
tahu kalimantan wktu kecil nonton film anakonda menyebut labalaba batu dari kalimantan,1.0
ordebaru adalah kemunduran bagi indonesia,0.0
hutan kalimantan habis kena perusahaan luar yg di beri izin oleh pemerintah kami tidak bisa menjagakami pun ikut juga di banding nonton hanya tidak dapat apa²,0.0
mana ada yang perduli dengan berita ini malah hari ini saja masih ada perusahaan yg di beri ijin untuk membuka lahan baru di tempat kamiberdarah pun anda mejelaskan ini tidak akan ada yang perduli di negeri ini sebelum keluarga2 mereka yg kaya itu terkena dampak juga dari deforestasi hutan ini,0.0
padahal mayoritas pengusahanya sendiri juga orang kalimantan kok itu pejabatpejabat kaltimkalsel kan mayoritas pengusaha yg kaya dari eksploitasi begini jgn lupa salah satu yg terbesar jhonlin org kalsel juga,0.0
eropa skarang udah mulai mngurangi pembelian sawit indonesia mreka khawatir dgn ekosistem alam yg trus2an d rusak,1.0
emang sesek banget klo denger berita tentang hutan kalimantan tapi percayalah cepat atau lambat hutan kalimantan juga bakal diekploitasi karna kekayaan alamnya yang udah ga diraguin lagi tapi sayangnya kekayaan alamnya bukan cuman hutan dan lahan yang luas tapi juga ada fosil tambang di dalamnya jadi semisal hari ini hutan kalimantan masih utuh maka dalam hitungan belasan tahun lagi juga pasti dieksploitasikalau menurut saya sahsah aja eksplotasi hutan terutama untuk mengambil kekayaan fosil tambangnya asalkan setelah selesai dengan urusan tambang itu hutan dibalikin lagi dan jangan dijadiin tanah pemukiman,0.0
anchore,1.0
dulu jaman jayanya kayu kalimantan memang parah ilegal logging,0.0
dan kerennya pada masa waktu pemanasan global negara kita yg disebut memiliki paru paru hutan terbaik mendapatkan bayaran dari negara asing dan disaat itu pula kendaraan bermotor khususnya roda dua diwajibkan menyalakan lampu disiang hari maaf jika salah tetapi bolehlah narasi cek,1.0
terserah indonesia mau diapain itu hutan urus hutanmu sndiri2 aja kok jdi si paling2,1.0
prestasi yang membanggakan mantap pak,2.0
nkri harga matipancasila harga matingak peduli hutan rusakyg penting nkri harga mati,0.0
emang dasar mereka egois sekali demi uang sawit ditanam megaibakan paru paru dunia,0.0
bumi sedang tidak sehat smga deforestasi hutan bisa dihentikan,1.0
alhmdulillah uda d tf sesuai pesenan,1.0
hahhahahahhahah parah emang,1.0
kalo banjir solusinya simpel tanam aj sawit yg banyak karena sawit makan banyak air,1.0
kalo kekeringan,1.0
pandueka7718 disesuaikan dong katanya banjir,1.0
indonesia seharusnya sudah makmur sejak dulu tapi dijajah koruptor,1.0
makan tuh ikn,0.0
terus ibu kota pindah kesitu itu apa dampaknya rusak nya alam iya,0.0
asli ini real sekarang kami org dayak terasa asing ditempak kami karna beberapa kelompok yg ambil untung ditempat kamihutan habis buah habis semua habis,0.0
mungkin mereka berpikir bisa tetap hidup sehat tanpa hutan dan pohon2nya,1.0
keruk terusss sampek gundul wkwk,0.0
sesal kemudian tidak ada guna nyasama seperti sesal mengangkat mukidi ke puncak kekuasaan,0.0
benarkah kalian semua sebodoh itu mempercayai kebodohan iknberapa banyak negara yang mencoba pindah ibukota dan berapa yang berhasil dari situ aja sudah tau ide ikn ini konyol dan bodohsekarang hutan nya yang harta kita semua ratusan tahun sudah lenyapkapan mau pindahotak waras kalian kepikiran kahmemindahkan puluhan ribuan orang ke ikn bagaimana dampak sosial masyarakat nya kebayang orang punya budaya beda beda jumlah besar bersamaan masuk daerah barubelum lagi penduduk ikn daya saing nya tinggi penduduk ibukota jakarta penduduk setempat mau dapat apa disana bengongsementara ikn ini hanya menguntungkan segolongan pebisnis dan keluarga pejabat,0.0
masuk ke channel ngomongin uang hari ini baru posting ttg ikn banyak orang tolol pro ikn,0.0
go ahead narasi respect for narasi yang selalu memperjuangkan keadilan,1.0
pemerintah yang harus disalahkan,0.0
kenapa negaranegara penghasil karbondioksida terbesar dunia seperti amerika china rusia dan uni eropa tidak punya niat dan sikap menurunkan angka persentase karbon yang dihasilkan oleh negaranya sendiri,1.0
pemberi izin merusak hutan ada di pejabat kalo pejabatnya pintar hutan terjaga,2.0
sedih kasian buat kita semua tapi ini akan diperparah dengan adanya pembangunan ikn berapa byk lahan hutan yg akan hilang,0.0
eropa bikin kebun gak ada yg perotes hasil tambang kalimantan d kirim k eropa,0.0
nasib rakyat tergntng pimpinan brpihak kmana klo mana yg bener tentu mudah dg mndengar pndapat para ahlibukan oligarki,0.0
tarsan menangis mlihat ini,0.0
tapi banyak juga org kalimantan yg mendukung ikn tambang dan sawit,2.0
saya tingal di kalimantantolong pihak pemerintah pantau hutan kami banyak habistambang boksit dan sawit menghancur kan hutan kamikami sering kena dampak nyatolong pihak bertindak tegas pemerintah,0.0
gpp dari pada cuma hutan gak profuktifpembagunan harus dilakukan di kalimantan,2.0
karna jokowi senang kalimatan biar tenggelam hutan hutan di kalimantan di tembang semua hanya untuk hawa nafsu kerja sebagai presiden,0.0
narasi sekarang berubah jadi naradrun,1.0
lah ngomong fakta dibilang kadrun liat lah komen2 orang kalimantan yg pada ngeluh apa2 kadrun ngomongin hutan kok jadi gurun,0.0
mereka cuma mikir uang dan uang tanpa peduli alam,0.0
banjir saat ini akibat penebangan hutan yang sudah berjalan puluhan tahunoleh pihak pihak yang tidak bertanggungjawabijin tebang kecil realisasi di lapangan bedahutan lindung hanya sekedar setrategiyang punya pabrik pengolahan kayu di kalimantan siapa bukan rahasia lagijgn gampang membuat berita kl data tidak akurat,0.0
proyek ikn kebanggaan cebong,1.0
terus,1.0
adalah daya sdm indonesia rendah banyak pihak yang tamak dan haus uang maka terjadilah bencana ini di kalimantan kasian warga kalimantan,0.0
coba kalian cek data nya 32 tahun orba membabat hutan dan hanya butuh 10 tahun bagi jokowi membabat hutan baru yg luas nya lebih luas dari ah sudah lah,0.0
tidak heran la borneo sekarang panas bahangnya semacam je berbeza dengan tahun 80an amp 90an masa tido tak pakai kipas angin pun sejuk,0.0
presiden dan menhan malah membabat hutan mau di tanami singkong habis ratusan miliar malah cuma jadi lahan gundul harus di audit pasti banyak yg di korupsi,0.0
waktu tv cuma ada tvritidak ada yg nama nya berita banjir di kalimantansekarng hutan mangkin habis,0.0
dahulu kalimantan pohon nya di tebang sumber daya nya dikuras tetapi yang maju tetap pulau jawa saja,0.0
ombibus law minerba memberikan karpet merah kpd para oligarki utk terus melanjutkan keserakahan nya,0.0
selama ada cuan pihak² terkait yg bertanggung jawab akan tetap bodo amat,1.0
yg enak mah yg ngasih ijincuman tinggal tanda tangan duit langsung masuk dah,1.0
dari dulu mah emang gitu mengundang para investor untuk eksploitasi dan berbisnis menghijaukan negara orang sedang negeri kita tambah menggersangg,0.0
dijawa malah hutan abis karena krn trlalu byk manusia wkwkwk,0.0
smua pasti ada nya suatu daerah yg masih hutan yg minim pemabangunan di anggap keterblakangan lalu rakyat berbondong bondong migrasi ke daerah perkotaan dgn alasan pekerjaan bahkan embelquot menuntut keadilan tentang pembangunan akses jalan dll pasti muncul namun ktika daerah yg terbelakang tersebut mulai di bangun tentu berimbas dengan berkurangnya pohonhutan bahkan mungkin imbas lainya karna gak mungkin kalimantan mau di bangun gedung pabrik amp akses jalan di atas hutan yg notabenenya tampa mengurangi pohon hutan mnurut saya biarkan saja pemerintah yg memikirkan tapi masukan amp kritikan itu harus amp penting,2.0
hentikan ikn,1.0
ikn,1.0
atas nama pembangunan atas nama kemajuanperubahan selalu memakan korbanapa memang di rencanakan atau sebuah kebetulankemajuan jaman rakyat kecil yang jadi tumbalsiapakahkah sebenarnya merekaalam yang dulu indahharapan kita semuakini sudah berubah tinggallah ceritasamudera sungai dan hutan kini smakin telanjangserakah mereka membuat alam kesakitansiapakah sebenarnya merekajangan ada lagi korban yang mengatasnamakan pembangunankalaupun benar untuk kemajuan haruslah sesuai jangan sewenang wenangtuan kami sudah kecil jangan makin di kuciltuan kami sudah bosan hentikan kekerasan dan kerakusan,1.0
sejak jaman presiden ke dua kan kalimantan dibabat,0.0
apa lg matii ibu kota pinda kesana,0.0
kasih solusi biar manusia nya di kalimantan sejahterakalau tdk yaa pasti di jual tanah nyasemakin maju semakin sulit hidupjadi wajar orang jual,0.0
pemerintah yg pd akhirnya sbg pembunuh anak cucu kitatanpa izin mrk korporasi gk akan buka lahan,0.0
menyedihkan,0.0
belum lagi kalo ikn jadimakin abis,0.0
alam selalu mempertahankan keseimbangannya apa yg kita tanam itu yg kita tuai jgn berfikir kita bisa sesuka hati tanpa mendapat konsekuensi pohon2 itulah yg menahan kepulauan kita agar tetap berdiri dan tidak tenggelam hanyut,1.0
pemimpin sakit negarapun sakit,0.0
kerana uang hutan ditebang,0.0
gak laku berita begini buzzerp2 yang you know who langsung pada bikin berita tandingan,0.0
pembangunan ikn apakah termasuk deforestasi,1.0
hidup jokowi jokowi tiga priode menurut saya cocok saya yakin orang kalimantan juga setuju jokowi orang soleh,2.0
terus dimasa pemerintahan siapa deforestasi paling banyakberarti kan di masa soehartokalau masa orde baru sampai sekarang lahan yang dulu sudah dibabat di kasih izin untuk ditanami sawit dan pohon bahan baku kertas yah izin tambang jugasiapa yang anda tujudan bagaimana pemecahan solusinya,1.0
saya kira tebang saja semua pohon di kalimantan biar semua lahan dijadikan perkebunan kawasan industri lahan tambang lakukan saja semua nya karena nafsu tapi berdalih atas nama pembangunan padahal pembangunan yang salah belum memberikan kebaikan bukan kah kalian yang menjunjung tinggi kemajuan dimana definisi kemajuan saja berbeda beda antara satu dengan yang lain oligarki yang sebenarnya berkuasa jika sudah demikian pekerjaan mu semakin berat rakyat harus bergerak bersuara upaya upaya untuk membungkam suara rakyat sekecil apapun jangan pernah biarkan karena mereka pejabat punya kuasa untuk membuat seribu alasan untuk memuluskan rencana mereka dengan menggunakan atas nama pembangunan dan nama rakyat,1.0
akal tanpa nurani,0.0
ternyata apa yang diomongkan pemerintah cuma omdo,0.0
food estate di mata mediacnbc sumber ketahanan pangan indonesia mengurangi ketergantungan impor panganmata najwa greenpeace merusak lingkungan merusak hutan bla blablalalu solusinya impor aja gitu antek asing,0.0
ibu kota baru di kalimantan itu pemimpin nya ngotak ngk sih terlalu egois dan ambisi yg bikin alam rusak dan rakyat sengsara selamat bersenangsenang indonesia,0.0
kerusakan pd bumi di sebabkan oleh tangan tangan manusia itu sendiri dan itu sdh sangat jelas tertulis di dlm alqur39an namun manusia msh saja pd keserakahannya dan akhirnya menimbulkan berbagai bencana alam sdh jelas dlm hal ini tuhan tdk patut untuk di persalahkan,0.0
x eks mantan x kali mantan x cali gt nia,1.0
indonesia semakin hari semakin rusak segalanya,0.0
ikuti alur wae dunia ini hanya sementara,0.0
coba deh tinggal di kalimantan atau tukeran pulau jawa di jadiin hutan lagi biar sama klo orang pulau jawa pindah di kalimantan 100 pasti nebang utan juga klo udah urusan dapur mah,0.0
ingat isu kalimantan selalu dilihat dari sudut pandang jawa yang taunya cuma hutan tambang dan suku dayakpadahal jawa dulu juga hutan sebelum belanda datang kan sekarang,1.0
setiap keberhasilan pasti disertai pengorbanan maksudnya ada yg dikorbankan atau dg kata lain sengaja di jadikan korban dalam konteks ini ya quotituquot demi keberhasilan quotituquot,1.0
next kalimantan akan jadi jakarta baru,1.0
tolong investigasi juga pariwisata super premium labuhan bajo dong sebenarnya siapa yang paling di untungkan,1.0
gini amat ada komentar yg udh panjang malah terdi hapus ckckck,1.0
kalau gak salah komentar teratas yg paling atas yg hilang kalau gak salah sepertinya atas nama mr x terakhir saya lihat banyak yg komen dan like di komentarnya,1.0
di tengah gencarnya promosi jualan motor dan mobil listrik bahkan sampai pemerintah mau subsidi harganya dengan alasan go green yg mana menambah kendaraan baru otomatis menambah jumlah kendaraan di jalan raya kendaraan lama berbahan bakar fosil jg tetap di pakai dijalan sungguh tidak solutif dan hutan malah di tebangi,0.0
apakah kira² di kalangan netizen ada yg punya ide mengenai hal ini hutan kembali berfungsi semestinya namun masyarakat pun dapat menikmati berkahnya terlebih bukanya wilayah kalimantan yg sering menjadi tempat untuk transmigrasi,2.0
sy warga kalsel kita tuh di kalimantan raja alam pertambangan perkebunan kehutanan dan hasil bumi lainnya kalimantan tuh punya pertanyaan yg kaya nya siapa yg menikmati nya siapa banjirnya ia debu yang ai limbahnya ia kemiskinan ia lalu siapa dalamnya kalau di hitung dari hasilnya seharusnya kita kalimantan itukaya2 bangunannya mewah2 transportasi nya canggih 2rakyat makmur,0.0
curah hujan juga sering banget ygy disana ituu hujan dikit aja auto banjir apalagi nanti kalo udah jadi ibu kota kayak apa itu ntar jadinya huhu,0.0
jokuwi hobinya nanam beton dgn alasan memindahkan ibukota sm ngeruk nikel tanpa analisis amdalhehehe,1.0
negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll merekalah yg dr dahulu kala membuat polusi,0.0
orang kalimantan cuma bisa bilang memangnya jawa saja yang boleh maju,1.0
setuju jawa mulu yg dibangun ada krt jalan tol dll lah kaltim aja tol baru ada 1dan bahkan gk ada kereta api kek di jawa dibilang alasan karena medan lah ini itu padahal kan itukan tugasnya pemerintah buat cari solusi,0.0
ada satu fakta yang terlewat awal 2021 januari 2021 kalimantan selatan di terjang banjir terbesar 11 dari 13 kabupaten kota di kalsel terkena banjir,1.0
jadi inget kata2 seorang komika quotklo datang banjir gampang solusinya salahkan pemerintahquot iya juga ya pemerintah yg memegang regulasi amp memberikan izin penggunaan lahan ke korporat amp investor asing buat pembukaan lahan tambang dan minim reboisasi,0.0
harusnya khusus pembangunan cukup di pulau jawa saja sedangkan pulaupulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya kasihan dunia kehilangan paru2 nya,0.0
terus penduduknya yg bertambah mau ditarok dimn bang sedangkan jawa saja sudah menjadi pulau terpadat di dunia,0.0
hidupdidesa9068 di pulau jawa kan masih luas masih banyak kampung2 gunung dan hutannya itu aja yg dibangun pindahkan penduduknya ke kampung2,0.0
radja529 hadeeehhh transmigrasi indonesia itu sejak jaman tahun 70an kalo nggak di transmigrasi dah kayak cendol dijawa semua itu ngga sehat ini palah gunung suruh nempatin orang apa2an,0.0
yaaah sy sbg perantau di ladang sawit jd gimana gitu liat initapi y g kerja g punya tabunganmoga ad jalan tengah nya,0.0
jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa,0.0
itu sudah yang terlewat dari pemberitaan ini,1.0
suharto adalah pembuka awal dr penjajah cara baru,1.0
gan refrensinya diisi dong makasiii,1.0
coba nanya ke bule itu hutan london kemana siapa yg duluan ngerusak hutan,1.0
ini baru namanya kerja kerja kerja ada yang merasa di kerjain,1.0
semoga kita selamat dari karma buruk yg disebabkan ulah 39segelintir39 orang di balik rusaknya lingkungan termasuk hutan kalimantan,0.0
anak cucu kita 1020 tahun lagi tidak akan merasakan nikmatnya hidup dialam liar kalimantan biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya yang suka mengekploitasi hutan tetapi bukan itu masalahnya dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca kita yang gak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya hmmm tuhan itu adil jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang semoga tuhan melindungi kita semua ameennn,1.0
orang djawa bikin masalah di pulau kalimantan,0.0
lu pikir para kapitalis orang2 jawa doang,1.0
zeroday6949 faktanya presiden dari dulu sampai sekarang kecuali habibie orang mana coba ya orang djawa,1.0
lah kok jadi bawa presiden,1.0
sebetulnya ini hal sangat mudah pohon buah seperti mangga jambu dll dalam 3 tahun sudah berbuah dan bisa setinggi 6 meter yang bibit cangkok harus ada reboisasi dan bisa dinikmati buahnya,0.0
jaman suharto dan sby terjadi ijin konsesi besar besaran alhamdulillah di era pak jokowi reforestasi mulai di galakkan dengan ada nya nursery mentawai bisa menghasilkan 20 juta bibit,0.0
nan,
indonesia di takuti dunia negara hebat setara dengan as dan cina,1.0
chanel hoax bulshit eropa australia banjir longsor,1.0
manusia perlahan menuju kehancuran nya sendiri,0.0
dan ga abis pikir yg masih pro dengan ikn,1.0
makasih jo,1.0
para pembuat kerusakan di atas muka bumi tak lama akan di cemeti,0.0
jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut serba salahkalo mau lihat dari satu sisi gabakal nemu jawaban yg benarsayangya narasi berada di salah satu sisi,0.0
jangan pusing tentang banjir seperti kata mereka banjir itu salah nya pak anis udah selesai gitu iyaa gitu salahnya pak anis,0.0
tinggal tunggu erosi tanah longsor dan banjir,0.0
lanjutkan 3priode biar tambah rusak hutan wkwkwkkwwk,1.0
mau nanya jika semua tumbuhan melakukan hal yg sama yaitu menyerap co2 dan mengeluarkan oksigen apakah tanaman sawit juga berlaku demikian jika ya mengapa tanaman sawit yg semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara,0.0
张韶涵張韶涵 ooh begitu terus kalau sawit mengonsumsi air yg tinggi mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yg banyak pohon sawitnya justru yg keseringan banjir,1.0
alyoumaakmal7565 begitu trima kasihh infonya,1.0
enak jaman ku toh,1.0
mungkin perlu ganti istilah quotpemerintahquotklo diluar kan quotgovernmentquot dari kata quotgovernquot lebih ke quotmengelolaquot atopun berasa ada responsibilitybeda dengan quotpemerintahquot dari kata quotperintahquot quotmerintahquot nyuruh2 aja mo apa bwt apa terserah yg merintahcm main2 kata aja jgn dimasukin ke hati maap klo ada salah,1.0
ke kalimantan 2021 kemarin buset sepanjang jalan sawit semua pohon nya,1.0
buset bukabukaan banget justifikasi deforestasi untuk infrastruktur oleh menterinya langsung pula,1.0
pt alas kusuma grup perusahaan pembalakan hutan yg masih aktif bekerja sampai sekarang,1.0
antek amerika bikin propaganda anti pemerintah ya beginilah barat mengatur dunia melalui segala caratermasuk melalui akun youtube ini,1.0
paling tidak jaman jokowi deforestasi dari kebakaran dan pembakaran lahan berkurang drastis,2.0
perusahaan asing sing ngenteke,1.0
selanjutnya apakah papua hutannya yg habis,1.0
percaya gak percaya pemindahan ibukota baru akan berdampak terutama bencananya semoga baik2 saja,0.0
planga plongo merokeeeettt,1.0
udh jangan ngeluh anggap aja ujian,1.0
tuhan sudah memberikan begitu banyaknya kekayaan alam buat indoneaia tp sayang manusianya gk bisa menjaga,1.0
yang lagi di gadang2 pindah ibu kota negara kaya di paksa apa untuk di exploitasi lebih besar hutan dan hewan jadi korban,0.0
sibuk bikin ibu kota baru padahal masih banyak infrastruktur didaerah2 masih tertinggaljalan sekolah kesehatan kemiskinan,0.0
mau gimana lagi sudah percuma berkomentar percuma memprotes karna sudah tidak ada guna lagi tidak ada perubahan apa apa karna manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punahkalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan,1.0
pembukaan lahan sawit yang menghabiskan lahan minimal 20 ribu hektar izin hgu satu perusahaan kalikan beberapa perusahaan itu dibabat habis semua vegetasi sampai rumput nya jga kemana ekosistem rantai makanan juga akan ikut punah peace,0.0
saya sebagai warga samarinda pun ikut sedih melihat apa yang sekarang terjadi cuaca nya sekarang lebih panas dari pada yang dulu,0.0
bodo amat yang penting opung hut hut cuan cuan cuan,1.0
pengen teriak ke telinga para pejabat goblok banget pengelolaannya,0.0
paruquot dunia di rusak,0.0
mulai terasa efeknya,1.0
kalimantan akan banjir liat aja jangan senang dulu air lari itu ke daerah pesisir dekat laut,1.0
mau kemanapun ibukota pindah kalau lingkungan dirusak siapsiap kena imbasnya,0.0
kalimantan ketiak dunia,0.0
ah sudahlah,1.0
mari tertawakanyg ksh izin tambang dan sawit siapaexploitasi saja biar kalimantan botaksebotak2nyabiar kita cepat pada mati,0.0
saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutantetap menyandang paru2 dunia tapi kenyataanya amerika atau negara yg koar2 tentg iklim seperti eropamereka lebih dulu mengekspoitasi alamini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontrankost2an mendapatkan uangdan jadi quotnegara majuquot lalu saat kamu ikuti lgkah mereka kamu diplototindilaporin ke rtkamu dilarang2lalu saat kamu kepepet akhirnya kepaksa deh kamu menjual lahan kamu dan mereka yg belikan konyol itu,0.0
miris,0.0
jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis kemiskinan pedahal mereka hidup di tanah yg sangat kaya raya dengan emas yg melimpah mudah2n tidk terjadi sama masarakat kalimantan mudah2n masarakat kalimantan hidup sejahtra dan mudah2n gak jadi kota mati seperti yg terjadi di negara lain yg memindahkan ibukota negara tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yg artinya di waktu yg akan datang ada kemungkinan akan tenggelam dan penduduk jakarta udah sgt padat kita semua harus ber doa mudah2n pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia dan demi kesetaraan peradaban manusia jgn saling menghujat dan saling menyalahkan,1.0
semakin cepat dipindah semakin cepat hutan dikalimantan habis ingat bro kalimantan baru2 ini dilanda banjir kota yg tidak biasa banjir malah banjir mending ikn pindah ke papua biar harga bensin disana murah,0.0
denykazutopindah ke batam aja sih harusnya kan mau dibikin kayak sg batam wilayahnya juga lebih luas 7 kali lipat dari singapura dijadikan pusat bisnis bisalah,1.0
lusiyani7313 bisnis ngelonte ya banyak,0.0
gobloknya kita ini lingkungan sendiri di rusak sedangkan modal asing masuk untuk merusak lingkungan kita apresiasimungkin kiamat di indonesia bisa terjadi lebih cepat dan saya sangat berharap kiamat segera terjadi biar kita manusia mempertanggungjawabkan perbuatan semasa hidup di hadapan tuhan,0.0
ini adalah sebuah dilema suatu daerah dianggap maju jika banyak pabrikkantorpemukiman yg padat kl masih banyak yg hijau artinya suatu daerah itu dianggap terbelakang saya merasakan sendiri di kabupaten nganjuk dulu sebelum banyak pabrik² hawanya sejuk dan kabupaten ini dianggap sebagai kabupaten yg miskin,2.0
skrg dibuka pabrik jadi kaya ga,1.0
dynex84tambah miskin dan daerah setempat banyak pindah,0.0
bener banget kebanyakan masyarakat indonesia yang berpikiran seperti itu tolak ukur kota maju itu banyak gedung2 tinggi dan banyak mall,0.0
salah satu penyebabnya adalah tanah kalimantan bukan milik orang kalimantan melainkan tahta kepemimpinan pemerintahan indonesia contohnya pak prabowo subianto dengan 220000 ha tanahnya dikalimantan lucu memang tapi apa mau dikata lagi,0.0
mau komen takut menghilang,1.0
manusia ingin kaya harta dan bisa kaya dg mengeruk materi yg berguna modern baru bertumpu pada eksploitasi sumber daya alam sedihnya kita tidak bisa mengelak kenyataan ini kita seperti mendesain bumi ini untuk kiamat akibat kerakusan kita sendirisaya pun sedih karena hp yg saya punya adalah produksi yg hulunya adalah hasil tambang,0.0
warg pribumi kebanyakan setuju hal ini karena uang liat skrng kepala pribumi di kalimantan bahkan punya lamborghini,0.0
