publishedAt,authorDisplayName,textDisplay,likeCount,normalized,label,predicted_label,sentimen
2023-03-15T14:08:16Z,@satriadk,"Setiap keberhasilan pasti disertai pengorbanan...  <br>Maksudnya ada yg dikorbankan,  atau dg kata lain sengaja di jadikan korban... <br>Dalam konteks ini ya &quot;itu&quot; demi Keberhasilan &quot;itu&quot;",0,tiap hasil pasti serta korban brmaksudnya ada yg korban atau dg kata lain sengaja di jadi korban brdalam konteks ini ya quotituquot demi hasil quotituquot,1,0,Negatif
2023-03-15T13:58:12Z,@pengamatpolitik280,"Next, kalimantan akan jadi jakarta baru",0,next kalimantan akan jadi jakarta baru,1,1,Netral
2023-03-15T12:44:44Z,@itzme_jhoklau,Tolong investigasi juga Pariwisata Super Premium Labuhan Bajo dong. Sebenarnya siapa yang paling di untungkan,0,tolong investigasi juga pariwisata super premium labuh bajo dong benar siapa yang paling di untung,2,0,Negatif
2023-03-15T12:30:15Z,@xi_cuan,"Gini amat, ada komentar yg udh panjang malah (ter/di) hapus. Ckckck",0,gin amat ada komentar yg udh panjang malah terdi hapus ckckck,0,1,Netral
2023-03-15T16:49:45Z,@ysraboyz915,"Kalau gak salah komentar teratas yg paling atas yg hilang, kalau gak salah sepertinya atas nama mr x. Terakhir saya lihat banyak yg komen dan like di komentarnya",0,kalau gak salah komentar atas yg paling atas yg hilang kalau gak salah seperti atas nama mr x akhir saya lihat banyak yg komen dan like di komentar,0,0,Negatif
2023-03-15T12:21:35Z,@deddyariestian2604,"Di tengah gencarnya promosi jualan motor dan mobil listrik bahkan sampai pemerintah mau subsidi harganya dengan alasan go green.. Yg mana menambah kendaraan baru otomatis menambah jumlah kendaraan di jalan raya, kendaraan lama berbahan bakar fosil jg tetap di pakai dijalan.. Sungguh tidak solutif.. Dan Hutan malah di tebangi😭",0,di tengah gencar promosi jual motor dan mobil listrik bahkan sampai perintah mau subsidi harga dengan alas go green yg mana tambah kendara baru otomatis tambah jumlah kendara di jalan raya kendara lama bahan bakar fosil jg tetap di pakai jalan sungguh tidak solutif dan hutan malah di tebang,0,0,Negatif
2023-03-15T11:43:26Z,@zalikecik5924,Apakah kira² di kalangan netizen ada yg punya ide mengenai hal ini? Hutan kembali berfungsi semestinya namun masyarakat pun dapat menikmati berkahnya. Terlebih bukanya wilayah kalimantan yg sering menjadi tempat untuk transmigrasi?,0,apakah kira di kalang netizen ada yg punya ide kena hal ini hutan kembali fungsi mesti namun masyarakat pun dapat nikmat berkah lebih buka wilayah kalimantan yg sering jadi tempat untuk transmigrasi,0,1,Netral
2023-03-15T10:49:54Z,@alwy751,"Sy warga kalsel. <br>Kita tuh di kalimantan raja alam, pertambangan, perkebunan, kehutanan, dan hasil bumi lainnya, kalimantan tuh punya, pertanyaan...??? <br>  Yg kaya nya siapa??? <br>  Yg menikmati nya siapa??? <br> <br>Banjirnya ia,<br> debu yang ai, <br>Limbahnya ia, <br>Kemiskinan ia, <br>    Lalu siapa dalamnya, <br>Kalau di hitung dari hasilnya, <br>Seharusnya kita kalimantan itu:<br>Kaya2. <br>Bangunannya mewah2, <br>Transportasi nya canggih 2,<br>Rakyat makmur,",0,sy warga kalsel brkita tuh di kalimantan raja alam tambang kebun hutan dan hasil bumi lain kalimantan tuh punya tanya br yg kaya nya siapa br yg nikmat nya siapa br brbanjirnya iabr debu yang ai brlimbahnya ia brkemiskinan ia br lalu siapa dalam brkalau di hitung dari hasil brseharusnya kita kalimantan itubrkaya2 brbangunannya mewah2 brtransportasi nya canggih 2brrakyat makmur,1,0,Negatif
2023-03-15T10:27:13Z,@muhammadululfadli4664,"Curah hujan juga sering banget ygy disana ituu, hujan dikit aja auto banjir apalagi nanti kalo udah jadi ibu kota kayak apa itu ntar jadinya.. huhu",0,curah hujan juga sering banget ygy sana ituu hujan dikit aja auto banjir apalagi nanti kalo udah jadi ibu kota kayak apa itu ntar jadi huhu,0,0,Negatif
2023-03-15T10:23:43Z,@onet5248,Jokuwi hobinya nanam beton dgn alasan memindahkan ibukota sm ngeruk nikel tanpa analisis amdal...hehehe,0,jokuwi hobi nanam beton dgn alas pindah ibukota sm ngeruk nikel tanpa analisis amdalhehehe,2,2,Positif
2023-03-15T09:39:20Z,@hanisa8740,negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll  merekalah yg dr dahulu kala membuat polusi,0,negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll mereka yg dr dahulu kala buat polusi,2,2,Positif
2023-03-15T09:30:26Z,@AntiColonial8,Orang kalimantan cuma bisa bilang memangnya jawa saja yang boleh maju,1,orang kalimantan cuma bisa bilang memang jawa saja yang boleh maju,0,0,Negatif
2023-03-15T13:39:04Z,@user-ej8zl8te3f,"Setuju, jawa mulu yg dibangun. Ada krt, jalan tol, dll. Lah kaltim aja tol baru ada 1,dan bahkan gk ada kereta api kek di jawa. Dibilang alasan karena medan lah ini itu. Padahal kan itukan tugasnya pemerintah buat cari solusi",0,tuju jawa mulu yg bangun ada krt jalan tol dll lah kaltim aja tol baru ada 1dan bahkan gk ada kereta api kek di jawa bilang alas karena medan lah ini itu padahal kan itu tugas perintah buat cari solusi,0,0,Negatif
2023-03-15T09:26:23Z,@wahyuadyyy,"Ada satu fakta yang terlewat. <br>Awal 2021. Januari 2021, kalimantan selatan, di terjang banjir terbesar. 11 dari 13 kabupaten kota di kalsel terkena banjir.",0,ada satu fakta yang lewat brawal 2021 januari 2021 kalimantan selatan di terjang banjir besar 11 dari 13 kabupaten kota di kalsel kena banjir,2,0,Negatif
2023-03-15T08:38:37Z,@putrajp8890,"Jadi inget kata2 seorang komika &quot;Klo datang banjir gampang, solusinya salahkan pemerintah&quot;.. Iya juga ya.. pemerintah yg memegang regulasi &amp; memberikan izin penggunaan lahan ke korporat &amp; investor asing buat pembukaan lahan, tambang dan minim reboisasi..",3,jadi inget kata2 orang komika quotklo datang banjir gampang solusi salah pemerintahquot iya juga ya perintah yg pegang regulasi amp beri izin guna lahan ke korporat amp investor asing buat buka lahan tambang dan minim reboisasi,2,1,Netral
2023-03-15T08:38:37Z,@putrajp8890,"Jadi inget kata2 seorang komika &quot;Klo datang banjir gampang, solusinya salahkan pemerintah&quot;.. Iya juga ya.. pemerintah yg memegang regulasi &amp; memberikan izin penggunaan lahan ke korporat &amp; investor asing buat pembukaan lahan, tambang dan minim reboisasi..",0,jadi inget kata2 orang komika quotklo datang banjir gampang solusi salah pemerintahquot iya juga ya perintah yg pegang regulasi amp beri izin guna lahan ke korporat amp investor asing buat buka lahan tambang dan minim reboisasi,1,1,Netral
2023-03-15T08:19:35Z,@radja529,"Harusnya khusus pembangunan cukup di pulau jawa saja, sedangkan pulau-pulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya, kasihan dunia kehilangan paru2 nya.",2,harus khusus bangun cukup di pulau jawa saja sedang pulaupulau lain biar tetap jadi hutan jangan rusak hutan kasihan dunia hilang paru2 nya,2,2,Positif
2023-04-02T16:26:44Z,@hidupdidesa9068,Terus penduduknya yg bertambah mau ditarok dimn bang? Sedangkan Jawa saja sudah menjadi pulau terpadat di Dunia.,0,terus duduk yg tambah mau ditarok dimn bang sedang jawa saja sudah jadi pulau padat di dunia,1,0,Negatif
2023-04-02T17:24:10Z,@radja529,"@@hidupdidesa9068 di pulau jawa kan masih luas masih banyak kampung2, gunung dan hutannya, itu aja yg dibangun, pindahkan penduduknya ke kampung2.",0,hidupdidesa9068 di pulau jawa kan masih luas masih banyak kampung2 gunung dan hutan itu aja yg bangun pindah duduk ke kampung2,1,1,Netral
2023-04-02T17:28:16Z,@hidupdidesa9068,@@radja529 hadeeehhh... transmigrasi Indonesia itu sejak jaman tahun 70an. Kalo nggak di transmigrasi dah kayak cendol dijawa semua. Itu ngga sehat. Ini palah gunung suruh nempatin orang.  Apa2an?,0,radja529 hadeeehhh transmigrasi indonesia itu sejak jaman tahun 70an kalo nggak di transmigrasi dah kayak cendol dijawa semua itu ngga sehat ini palah gunung suruh nempatin orang apa2an,1,1,Netral
2023-03-15T06:17:12Z,@teguhutomo6531,yaaah sy sbg perantau di ladang sawit jd gimana gitu liat ini.<br>tapi y g kerja g punya tabungan.<br>moga ad jalan tengah nya,0,yaaah sy sbg rantau di ladang sawit jd gimana gitu liat inibrtapi y g kerja g punya tabunganbrmoga ad jalan tengah nya,1,1,Netral
2023-03-15T04:58:42Z,@untalented5157,Jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa,0,jadi paru paru dunia kalau rakyat masih lapar juga buat apa,1,1,Netral
2023-03-29T08:23:56Z,@yaiay2134,"Itu sudah, yang terlewat dari pemberitaan ini",0,itu sudah yang lewat dari berita ini,0,1,Netral
2023-03-15T04:20:03Z,@ojikojik2667,Suharto adalah pembuka  awal dr penjajah cara baru,0,suharto adalah buka awal dr jajah cara baru,2,2,Positif
2023-03-15T02:37:24Z,@vbulls7845,"gan, refrensinya diisi dong, makasiii",0,gan refrensinya isi dong makasiii,1,1,Netral
2023-03-15T02:21:17Z,@edwinmirfazli9756,"Coba nanya ke bule itu, Hutan London kemana?😀 Siapa yg duluan ngerusak Hutan?😎",0,coba nanya ke bule itu hutan london mana siapa yg duluan ngerusak hutan,2,2,Positif
2023-03-15T01:45:55Z,@tioa8121,"Ini baru namanya kerja kerja kerja, ada yang merasa di kerjain ?🤣🤣🤣",0,ini baru nama kerja kerja kerja ada yang rasa di kerjain,2,1,Netral
2023-03-15T01:15:56Z,@tammammasud357,"semoga kita selamat dari karma buruk yg disebabkan ulah &#39;segelintir&#39; orang di balik rusaknya lingkungan, termasuk hutan Kalimantan",0,moga kita selamat dari karma buruk yg sebab ulah 39segelintir39 orang di balik rusak lingkung masuk hutan kalimantan,1,2,Positif
2023-03-14T21:32:07Z,@modulegaming6969fps,"Anak cucu kita 10-20 tahun lagi tidak akan merasakan nikmatnya hidup dialam liar Kalimantan, biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya, yang suka mengekploitasi hutan, tetapi bukan itu masalahnya, dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca, kita yang gak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya, hmmm tuhan itu adil, jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang, semoga tuhan melindungi kita semua ameennn",0,anak cucu kita 1020 tahun lagi tidak akan rasa nikmat hidup alam liar kalimantan biar mereka yang dapat untung pribadi dapat ganjar yang suka mengekploitasi hutan tetapi bukan itu masalah dampak rusak hutan asap yang bahaya dan ekosistem udara cemar sekitar hingga cuaca kita yang gak dosa yang tidak pernah dapat apa apa dari mereka juga rasa dampak hmmm tuhan itu adil jadi tau mana yang kasih azab dan beri uji kasih sayang moga tuhan lindung kita semua ameennn,0,0,Negatif
2023-03-14T17:21:28Z,@AdySajaKok,Orang Djawa bikin masalah di pulau Kalimantan 😐,0,orang djawa bikin masalah di pulau kalimantan,1,0,Negatif
2023-03-15T01:53:06Z,@zeroday6949,Lu pikir para kapitalis orang2 jawa doang?,0,lu pikir para kapitalis orang2 jawa doang,0,0,Negatif
2023-03-15T02:31:16Z,@AdySajaKok,@@zeroday6949 faktanya presiden dari dulu sampai sekarang kecuali Habibie orang mana coba? ..ya orang djawa,0,zeroday6949 fakta presiden dari dulu sampai sekarang kecuali habibie orang mana coba ya orang djawa,2,0,Negatif
2023-03-15T08:23:08Z,@zeroday6949,Lah kok jadi bawa presiden?,0,lah kok jadi bawa presiden,0,0,Negatif
2023-03-14T16:16:32Z,@ndorobei4391,"Sebetulnya ini hal sangat mudah. Pohon buah seperti mangga, jambu dll dalam 3 tahun sudah berbuah dan bisa setinggi 6 meter. Yang bibit cangkok. Harus ada reboisasi. Dan bisa dinikmati buahnya.",0,betul ini hal sangat mudah pohon buah seperti mangga jambu dll dalam 3 tahun sudah buah dan bisa setinggi 6 meter yang bibit cangkok harus ada reboisasi dan bisa nikmat buah,0,0,Negatif
2023-03-14T15:41:29Z,@RE-uk2ml,Jaman SUHARTO DAN SBY terjadi ijin konsesi BESAR BESARAN. Alhamdulillah di era pak Jokowi Reforestasi mulai di galakkan dengan ada nya Nursery Mentawai bisa menghasilkan 20 juta bibit,2,jaman suharto dan sby jadi ijin konsesi besar besar alhamdulillah di era pak jokowi reforestasi mulai di galak dengan ada nya nursery tawa bisa hasil 20 juta bibit,0,1,Netral
2023-03-14T15:41:38Z,@RE-uk2ml,Per tahun,0,per tahun,2,2,Positif
2023-03-14T14:59:03Z,@hp500ribu,Indonesia di takuti dunia negara hebat setara dengan AS dan CINA😂,0,indonesia di takut dunia negara hebat tara dengan as dan cina,2,2,Positif
2023-03-14T13:51:59Z,@marsz7896,Chanel hoax bulshit 🤣Eropa Australia banjir longsor 🙊,0,chanel hoax bulshit eropa australia banjir longsor,0,0,Negatif
2023-03-14T13:31:27Z,@muhammadfauzan7129,Manusia perlahan menuju kehancuran nya sendiri,0,manusia perlahan tuju hancur nya sendiri,0,0,Negatif
2023-03-14T12:42:51Z,@silentwatcher4853,Dan ga abis pikir yg masih pro dengan ikn.,1,dan ga abis pikir yg masih pro dengan ikn,1,1,Netral
2023-03-14T12:23:10Z,@gilpandiangan,Makasih jo,0,makasih jo,0,0,Negatif
2023-03-14T11:47:26Z,@muhtaufikopik2220,"PARA PEMBUAT KERUSAKAN DI ATAS MUKA BUMI, <br>TAK LAMA AKAN DI CEMETI",4,para buat rusa di atas muka bumi brtak lama akan di cemeti,1,1,Netral
2023-03-14T11:42:30Z,@mevseverybody2439,"Jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut ,serba salah,.kalo mau lihat dari satu sisi gabakal nemu jawaban yg benar,sayangya narasi berada di salah satu sisi",0,jika ikn tidak jadi maka narasi bakal pindah ke jakarta liput semrautnya jakarta dan padat duduk serta naik air laut serba salahkalo mau lihat dari satu sisi gabakal nemu jawab yg benarsayangya narasi ada di salah satu sisi,0,0,Negatif
2023-03-14T11:16:49Z,@muslimcyberarmy,"Jangan pusing tentang banjir, seperti kata mereka banjir itu salah nya pak anis,, udah selesai gitu iyaa gitu salahnya pak anis...",0,jangan pusing tentang banjir seperti kata mereka banjir itu salah nya pak anis udah selesai gitu iyaa gitu salah pak anis,1,1,Netral
2023-03-14T11:07:25Z,@suradalnuryanto2052,Tinggal tunggu erosi tanah longsor  dan banjir,1,tinggal tunggu erosi tanah longsor dan banjir,2,2,Positif
2023-03-14T10:33:41Z,@kodok4633,Lanjutkan 3Priode biar tambah RUSAK hutan wkwkwkkwwk,1,lanjut 3priode biar tambah rusak hutan wkwkwkkwwk,0,0,Negatif
2023-03-14T11:12:58Z,@CRonaldoofficiall,😂,0,,0,0,Negatif
2023-03-14T03:22:36Z,@Adeta_tiwiii,"Mau nanya, jika semua tumbuhan melakukan hal yg sama, yaitu menyerap co2 dan mengeluarkan oksigen, apakah tanaman sawit juga berlaku demikian? Jika ya, mengapa tanaman sawit yg semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara??",0,mau nanya jika semua tumbuh laku hal yg sama yaitu serap co2 dan keluar oksigen apakah tanam sawit juga laku demikian jika ya mengapa tanam sawit yg makin banyak tanam justru tidak bisa kurang jumlah karbon di udara,0,0,Negatif
2023-03-15T04:39:50Z,@Adeta_tiwiii,"@张韶涵張韶涵 ooh begitu. Terus kalau sawit mengonsumsi air yg tinggi, mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yg banyak pohon sawitnya justru yg keseringan banjir?",0,ooh begitu terus kalau sawit konsumsi air yg tinggi mengapa tanam sawit tidak bisa jadi tahan lebih air sehingga kalau musim hujan di daerah yg banyak pohon sawit justru yg sering banjir,0,0,Negatif
2023-03-16T00:56:24Z,@Adeta_tiwiii,@@alyoumaakmal7565 begitu... Trima kasihh  infonya,0,alyoumaakmal7565 begitu trima kasihh info,1,1,Netral
2023-03-14T02:50:54Z,@ubaidillah9380,Enak jaman ku toh ?,0,enak jaman ku toh,0,0,Negatif
2023-03-14T02:50:12Z,@Azyro777,"Mungkin perlu ganti istilah &quot;Pemerintah&quot;..<br>Klo diluar kan &quot;Government&quot;, dari kata &quot;Govern&quot; (lebih ke &quot;mengelola&quot; atopun berasa ada responsibility).<br>beda dengan &quot;Pemerintah&quot;,  dari kata &quot;Perintah&quot;/ &quot;Merintah&quot; (nyuruh2 aja, mo apa bwt apa, terserah yg merintah).<br><br>cm main2 kata aja, jgn dimasukin ke hati, maap klo ada salah. 😆",1,mungkin perlu ganti istilah quotpemerintahquotbrklo luar kan quotgovernmentquot dari kata quotgovernquot lebih ke quotmengelolaquot ato asa ada responsibilitybrbeda dengan quotpemerintahquot dari kata quotperintahquot quotmerintahquot nyuruh2 aja mo apa bwt apa serah yg merintahbrbrcm main2 kata aja jgn dimasukin ke hati maap klo ada salah,2,0,Negatif
2023-03-13T23:30:57Z,@yusrilrzkyy9750,ke Kalimantan 2021 kemarin buset sepanjang jalan sawit semua pohon nya,0,ke kalimantan 2021 kemarin buset panjang jalan sawit semua pohon nya,2,2,Positif
2023-03-13T23:30:08Z,@thohailyas,"Buset. Buka-bukaan banget justifikasi deforestasi untuk infrastruktur, oleh menterinya langsung pula.",0,buset bukabukaan banget justifikasi deforestasi untuk infrastruktur oleh menteri langsung pula,0,1,Netral
2023-03-13T23:27:45Z,@ibnuanshari2614,PT. Alas kusuma grup. Perusahaan pembalakan hutan yg masih aktif bekerja sampai sekarang.,0,pt alas kusuma grup usaha bala hutan yg masih aktif kerja sampai sekarang,2,2,Positif
2023-03-13T17:55:44Z,@EGP259,"Antek amerika bikin propaganda anti pemerintah. Ya beginilah barat mengatur dunia melalui segala cara,termasuk melalui akun youtube ini.",1,antek amerika bikin propaganda anti perintah ya begini barat atur dunia lalu segala caratermasuk lalu akun youtube ini,0,0,Negatif
2023-03-13T16:54:37Z,@bayununu,Paling tidak jaman Jokowi Deforestasi dari kebakaran dan Pembakaran lahan berkurang drastis.,0,paling tidak jaman jokowi deforestasi dari bakar dan bakar lahan kurang drastis,0,0,Negatif
2023-03-13T15:34:09Z,@gussalim4223,Perusahaan asing sing ngenteke....,0,usaha asing sing ngenteke,2,2,Positif
2023-03-13T14:54:02Z,@dikdikdoys6796,selanjutnya apakah papua hutannya yg habis...?,0,lanjut apakah papua hutan yg habis,0,0,Negatif
2023-03-13T13:36:24Z,@mochammadteguhjayapurnama9550,"Percaya gak percaya, pemindahan ibukota baru, akan berdampak terutama bencananya, semoga baik2 saja",0,percaya gak percaya pindah ibukota baru akan dampak utama bencana moga baik2 saja,2,2,Positif
2023-03-13T13:07:21Z,@mnwrlauma,Planga plongo merokeeeettt 😂😂😂😂,0,planga plongo merokeeeettt,1,1,Netral
2023-03-13T12:56:25Z,@dayathidayat8448,"Udh jangan ngeluh  , anggap aja ujian",0,udh jangan ngeluh anggap aja uji,0,0,Negatif
2023-03-13T12:13:55Z,@hendrisuprapto1341,"TUHAN sudah memberikan begitu banyaknya kekayaan alam buat indoneaia, tp sayang manusianya gk bisa menjaga.",0,tuhan sudah beri begitu banyak kaya alam buat indoneaia tp sayang manusia gk bisa jaga,1,2,Positif
2023-03-13T12:08:48Z,@agusagustus1679,yang lagi di gadang2 pindah ibu kota negara.... kaya di paksa.. apa untuk di exploitasi lebih besar .. hutan dan hewan jadi korban.. 🤦🤦,0,yang lagi di gadang2 pindah ibu kota negara kaya di paksa apa untuk di exploitasi lebih besar hutan dan hewan jadi korban,2,2,Positif
2023-03-13T11:54:15Z,@hermanmitsubishi4520,"Sibuk bikin ibu kota baru, padahal masih banyak infrastruktur didaerah2 masih tertinggal,jalan, sekolah, kesehatan, kemiskinan",0,sibuk bikin ibu kota baru padahal masih banyak infrastruktur didaerah2 masih tertinggaljalan sekolah sehat miskin,1,2,Positif
2023-03-13T11:47:49Z,@WilliBx,"Mau gimana lagi, sudah percuma berkomentar percuma memprotes Karna sudah tidak ada guna lagi tidak ada perubahan apa apa karna manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punah<br><br>Kalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan",0,mau gimana lagi sudah percuma komentar percuma protes karna sudah tidak ada guna lagi tidak ada ubah apa apa karna manusia itu serakah jadi kita tinggal tunggu bumi hancur dan manusia punahbrbrkalo hanya bicara tanpa ada tindak hutan kita tidak akan selamat,1,0,Negatif
2023-03-13T11:42:27Z,@chairunisanurkurnia,"Pembukaan lahan sawit yang menghabiskan lahan, minimal 20 ribu hektar izin HGU satu perusahaan. Kalikan beberapa perusahaan, itu dibabat habis semua vegetasi sampai rumput nya jga kemana ekosistem rantai makanan juga akan ikut punah. <a href=""http://www.youtube.com/results?search_query=%23peace"">#Peace</a>",0,buka lahan sawit yang habis lahan minimal 20 ribu hektar izin hgu satu usaha kali beberapa usaha itu babat habis semua vegetasi sampai rumput nya jga mana ekosistem rantai makan juga akan ikut punah a hrefhttpwwwyoutubecomresultssearchquery23peacepeacea,2,1,Netral
2023-03-13T11:28:51Z,@saiful9197,Saya sebagai warga Samarinda pun ikut sedih melihat apa yang sekarang terjadi... Cuaca nya sekarang lebih panas dari pada yang dulu...,25,saya bagai warga samarinda pun ikut sedih lihat apa yang sekarang jadi cuaca nya sekarang lebih panas dari pada yang dulu,1,1,Netral
2023-03-13T11:05:26Z,@sayaberkata8269,"bodo amat, yang penting opung hut hut cuan cuan cuan.....",0,bodo amat yang penting opung hut hut cuan cuan cuan,1,1,Netral
2023-03-13T10:50:02Z,@fifitownersofenir4710,Pengen teriak ke telinga para pejabat goblok banget pengelolaannya😡😡,0,ken teriak ke telinga para jabat goblok banget kelola,2,1,Netral
2023-03-13T10:48:06Z,@awalazis3167,paru&quot; dunia di rusak,0,paruquot dunia di rusak,1,1,Netral
2023-03-13T10:47:09Z,@awalazis3167,mulai terasa efeknya,0,mulai asa efek,2,0,Negatif
2023-03-13T10:36:27Z,@gudytepangasius7127,Kalimantan akan banjir.. Liat aja.. Jangan senang dulu air lari itu ke daerah pesisir dekat laut..,0,kalimantan akan banjir liat aja jangan senang dulu air lari itu ke daerah pesisir dekat laut,1,1,Netral
2023-03-13T10:21:14Z,@herzyoutube30,Mau kemanapun ibukota pindah kalau lingkungan dirusak siap-siap kena imbasnya,0,mau mana ibukota pindah kalau lingkung rusak siapsiap kena imbas,2,2,Positif
2023-03-13T09:39:40Z,@tiaraaquania2717,Kalimantan ketiak dunia,0,kalimantan ketiak dunia,2,0,Negatif
2023-03-13T09:27:54Z,@jerypratama6453,Ah sudahlah,0,ah sudah,1,1,Netral
2023-03-13T08:54:51Z,@DUNIA_PERTANIAN,Mari tertawakan...yg ksh izin tambang dan sawit siapa..exploitasi saja biar kalimantan botak..sebotak2nya..biar kita cepat pada mati,0,mari tertawakanyg ksh izin tambang dan sawit siapaexploitasi saja biar kalimantan botaksebotak2nyabiar kita cepat pada mati,1,1,Netral
2023-03-13T08:12:38Z,@MYtestedOfficial,"saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutan,tetap menyandang paru2 dunia! tapi kenyataanya amerika atau negara yg koar2 tentg iklim seperti eropa,mereka lebih dulu mengekspoitasi alam.ini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontran,kost2an, mendapatkan uang,dan jadi &quot;negara maju&quot; lalu saat kamu ikuti lgkah mereka kamu diplototin..dilaporin ke rt,kamu dilarang2,lalu saat kamu kepepet akhirnya kepaksa deh kamu menjual lahan kamu dan mereka yg beli...kan konyol itu!",1,saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutantetap sandang paru2 dunia tapi kenyataanya amerika atau negara yg koar2 tentg iklim seperti eropamereka lebih dulu mengekspoitasi alamin sperti tetangga belah kanan kiri kamu lebih dulu babat pohon tanah mereka jadiin kontrankost2an dapat uangdan jadi quotnegara majuquot lalu saat kamu ikut lgkah mereka kamu diplototindilaporin ke rtkamu dilarang2lalu saat kamu pepet akhir paksa deh kamu jual lahan kamu dan mereka yg belikan konyol itu,1,1,Netral
2023-03-13T08:07:55Z,@brown5113,Miris.,0,miris,0,0,Negatif
2023-03-13T07:52:04Z,@hanyapenonton130,"Jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis kemiskinan pedahal mereka hidup Di Tanah yg sangat kaya raya Dengan emas yg melimpah, mudah2n tidk terjadi sama masarakat kalimantan, mudah2n masarakat kalimantan hidup sejahtra dan mudah2n gak jadi kota mati seperti yg terjadi di negara lain yg memindahkan ibukota negara, tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yg artinya di waktu yg akan datang ada kemungkinan akan tenggelam Dan penduduk jakarta udah sgt padat, Kita semua Harus ber do,a mudah2n pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia, dan demi kesetaraan peradaban manusia, jgn saling menghujat dan saling menyalahkan",3,jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis miskin pedahal mereka hidup di tanah yg sangat kaya raya dengan emas yg limpah mudah2n tidk jadi sama masarakat kalimantan mudah2n masarakat kalimantan hidup sejahtra dan mudah2n gak jadi kota mati seperti yg jadi di negara lain yg pindah ibukota negara tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta makin turun atau air laiut makin naik yg arti di waktu yg akan datang ada mungkin akan tenggelam dan duduk jakarta udah sgt padat kita semua harus ber doa mudah2n pindah ibukota adalah solusi baik untuk semua rakyat indonesia dan demi tara adab manusia jgn saling hujat dan saling salah,0,0,Negatif
2023-09-17T16:24:26Z,@DenyKazuto,"Semakin cepat dipindah semakin cepat hutan dikalimantan habis, ingat bro Kalimantan baru2 ini dilanda banjir, kota yg tidak biasa banjir malah banjir, mending IKN pindah ke Papua biar harga bensin disana murah",0,makin cepat pindah makin cepat hutan dikalimantan habis ingat bro kalimantan baru2 ini landa banjir kota yg tidak biasa banjir malah banjir mending ikn pindah ke papua biar harga bensin sana murah,0,0,Negatif
2024-04-17T00:54:10Z,@lusiyani7313,​@@DenyKazutopindah ke batam  aja sih harusnya. Kan mau dibikin kayak sg batam. Wilayahnya juga lebih luas 7 kali lipat dari singapura. Dijadikan pusat bisnis bisalah,0,denykazutopindah ke batam aja sih harus kan mau bikin kayak sg batam wilayah juga lebih luas 7 kali lipat dari singapura jadi pusat bisnis bisa,2,0,Negatif
2024-04-17T01:06:40Z,@DenyKazuto,@@lusiyani7313 bisnis ngelonte ya banyak,0,lusiyani7313 bisnis ngelonte ya banyak,1,1,Netral
2023-03-13T07:27:03Z,@mukiditamak,Gobloknya kita ini lingkungan sendiri di rusak sedangkan modal asing masuk untuk merusak lingkungan kita apresiasi!<br>Mungkin kiamat di indonesia bisa terjadi lebih cepat dan saya sangat berharap kiamat segera terjadi biar kita manusia mempertanggungjawabkan perbuatan semasa hidup di hadapan TUHAN!,0,goblok kita ini lingkung sendiri di rusak sedang modal asing masuk untuk rusak lingkung kita apresiasibrmungkin kiamat di indonesia bisa jadi lebih cepat dan saya sangat harap kiamat segera jadi biar kita manusia mempertanggungjawabkan buat masa hidup di hadap tuhan,2,0,Negatif
